cityid;name_en;country_en;nominatim_query;country_code;population;center_lat;center_lon
leicester_gb;Leicester;United Kingdom;Leicester City;GB;443760;52.63856;-1.12337
mariupol_ua;Mariupol;Ukraine;Mariupol;UA;422286;47.12422;37.58917
brno_cz;Brno;Czech Republic;Brno;CZ;398510;49.1938;16.58338
bologna_it;Bologna;Italy;Bologna;IT;389764;44.49661;11.32851
florence_it;Florence;Italy;Florence;IT;365019;43.78005;11.24315
bochum_de;Bochum;Germany;Bochum;DE;364628;51.47099;7.22886
grodno_by;Grodno;Belarus;Grodno;BY;356686;53.67976;23.85054
bydgoszcz_pl;Bydgoszcz;Poland;Bydgoszcz;PL;347716;53.13196;18.03838
plovdiv_bg;Plovdiv;Bulgaria;Plovdiv, Plovdiv;BG;342048;42.14185;24.74921
brest_by;Brest;Belarus;Brest, Belarus;BY;339519;52.08743;23.70922
utrecht_nl;Utrecht;Netherlands;Utrecht;NL;334176;52.08222;5.08378
varna_bg;Varna;Bulgaria;Varna;BG;332394;43.20857;27.94131
coventry_gb;Coventry;United Kingdom;Coventry, United Kingdom;GB;325949;52.41161;-1.51659
thessaloniki_gr;Thessaloniki;Greece;Thessaloniki Municipal Unit;GR;315196;40.61969;22.94694
karlsruhe_de;Karlsruhe;Germany;Karlsruhe;DE;313092;49.00502;8.40467
nantes_fr;Nantes;France;Nantes;FR;303382;47.23759;-1.54999
novisad_rs;Novi Sad;Serbia;Novi Sad;RS;298469;45.27065;19.83961
katowice_pl;Katowice;Poland;Katowice;PL;296468;50.23159;19.01482
bialystok_pl;Bialystok;Poland;Bialystok;PL;295092;53.12506;23.1572
espoo_fi;Espoo;Finland;Espoo;FI;292796;60.23507;24.67779
graz_at;Graz;Austria;Graz;AT;288806;47.07137;15.43644
ostrava_cz;Ostrava;Czech Republic;Ostrava;CZ;282450;49.82203;18.24243
malmo_se;Malmo;Sweden;Malmo;SE;278522;55.59868;13.01915
montpellier_fr;Montpellier;France;Montpellier;FR;277639;43.61124;3.87245
chernihiv_ua;Chernihiv;Ukraine;Chernihiv, Chernihiv;UA;276927;51.49684;31.30046
poltava_ua;Poltava;Ukraine;Poltava, Poltava;UA;272572;49.60138;34.55531
stokeontrent_gb;Stoke-On-Trent;United Kingdom;Stoke-On-Trent;GB;270726;53.02071;-2.15741
cherkasy_ua;Cherkasy;Ukraine;Cherkasy, Cherkasy;UA;267361;49.42952;32.04252
monchengladbach_de;Mönchengladbach;Germany;Mönchengladbach;DE;261454;51.16557;6.41461
chernivtsi_ua;Chernivtsi;Ukraine;Chernivtsi;UA;260540;48.31162;25.91938
sumy_ua;Sumy;Ukraine;Sumy, Sumy;UA;255672;50.90248;34.81764
venice_it;Venice;Italy;Venice;IT;254014;45.48611;12.27722
bordeaux_fr;Bordeaux;France;Bordeaux;FR;249712;44.86088;-0.58361
braunschweig_de;Braunschweig;Germany;Braunschweig;DE;248292;52.26735;10.52418
chemnitz_de;Chemnitz;Germany;Chemnitz;DE;247237;50.82455;12.90783
tampere_fi;Tampere;Finland;Tampere;FI;241009;61.62369;23.8266
halle_de;Halle;Germany;Halle;DE;239257;51.47123;11.97542
kosice_sk;Kosice;Slovakia;Kosice;SK;238676;48.70354;21.23634
horlivka_ua;Horlivka;Ukraine;Horlivka;UA;237640;48.32691;38.06825
ivanofrankivsk_ua;Ivano-Frankivsk;Ukraine;Ivano-Frankivsk, Ivano-Frankivsk;UA;235343;48.90816;24.70727
lille_fr;Lille;France;Lille;FR;232741;50.62964;3.04595
freiburgimbreisgau_de;Freiburg Im Breisgau;Germany;Freiburg Im Breisgau;DE;230241;48.00615;7.80046
krefeld_de;Krefeld;Germany;Krefeld;DE;227020;51.34332;6.59342
kamenetspodolsky_ua;Kamenets Podolsky;Ukraine;Kamenets Podolsky;UA;226295;48.6912;26.58071
eindhoven_nl;Eindhoven;Netherlands;Eindhoven;NL;223209;51.45066;5.45132
czestochowa_pl;Czestochowa;Poland;Czestochowa;PL;218812;50.81197;19.1192
lubeck_de;Lübeck;Germany;Lübeck;DE;217198;53.8808;10.72386
kropyvnytskyi_ua;Kropyvnytskyi;Ukraine;Kropyvnytskyi;UA;216535;48.52116;32.22413
northampton_gb;Northampton;United Kingdom;Northampton;GB;215173;52.23372;-0.88374
erfurt_de;Erfurt;Germany;Erfurt;DE;213699;50.9856;11.0175
bobruisk_by;Bobruisk;Belarus;Bobruisk;BY;212217;53.1456;29.22396
luton_gb;Luton;United Kingdom;Luton;GB;211228;51.89265;-0.43164
wolverhampton_gb;Wolverhampton;United Kingdom;Wolverhampton;GB;210319;52.59171;-2.12492
radom_pl;Radom;Poland;Radom;PL;208587;51.41173;21.14547
oulu_fi;Oulu;Finland;Oulu;FI;207327;65.19326;25.93827
odense_dk;Odense;Denmark;Odense Municipality;DK;204795;55.38171;10.37777
pamplonairuna_es;Pamplona/Iruña;Spain;Pamplona/Iruña;ES;203596;42.81352;-1.64977
bilatserkva_ua;Bila Tserkva;Ukraine;Bila Tserkva;UA;203344;49.80452;30.11552
debrecen_hu;Debrecen;Hungary;Debrecen;HU;201043;47.5282;21.67295
almeria_es;Almería;Spain;Almería;ES;200273;36.85187;-2.36862
prato_it;Prato;Italy;Prato, Prato;IT;198312;43.8833;11.08287
brescia_it;Brescia;Italy;Brescia, Brescia;IT;196605;45.53357;10.22579
rzeszow_pl;Rzeszów;Poland;Rzeszów;PL;194775;50.01656;21.98405
kielce_pl;Kielce;Poland;Kielce;PL;192650;50.85508;20.6014
bournemouth_gb;Bournemouth;United Kingdom;Bournemouth;GB;187503;50.74451;-1.85485
nis_rs;Nis;Serbia;Nis, Serbia;RS;183202;43.31988;21.89747
saarbrucken_de;Saarbrücken;Germany;Saarbrücken;DE;180741;49.24325;6.97919
split_hr;Split;Croatia;Split;HR;178102;43.51486;16.47109
gliwice_pl;Gliwice;Poland;Gliwice;PL;177056;50.29901;18.65204
olsztyn_pl;Olsztyn;Poland;Olsztyn;PL;173624;53.77233;20.46494
castellodelaplana_es;Castelló De La Plana;Spain;Castelló De La Plana;ES;172637;39.99493;-0.05194
amadora_pt;Amadora;Portugal;Amadora;PT;171454;38.75926;-9.22676
saintetienne_fr;Saint-Étienne;France;Saint-Étienne;FR;171057;45.43548;4.40762
nijmegen_nl;Nijmegen;Netherlands;Nijmegen;NL;170681;51.82447;5.83132
bielskobiala_pl;Bielsko-Biala;Poland;Bielsko-Biala;PL;168499;49.82206;19.04311
toulon_fr;Toulon;France;Toulon;FR;167479;43.13187;5.9357
leverkusen_de;Leverkusen;Germany;Leverkusen;DE;163838;51.05383;7.00507
bytom_pl;Bytom;Poland;Bytom;PL;162766;50.36482;18.87582
heidelberg_de;Heidelberg;Germany;Heidelberg;DE;160355;49.4061;8.69623
solingen_de;Solingen;Germany;Solingen;DE;159360;51.16898;7.06179
enschede_nl;Enschede;Netherlands;Enschede;NL;158553;52.2237;6.8719
herne_de;Herne;Germany;Herne;DE;156374;51.5367;7.20473
livorno_it;Livorno;Italy;Livorno, Livorno;IT;154927;43.51806;10.35868
neuss_de;Neuss;Germany;Neuss;DE;153796;51.17839;6.70986
klaipeda_lt;Klaipeda;Lithuania;Klaipeda;LT;152008;55.70959;21.16029
angers_fr;Angers;France;Angers;FR;151520;47.47783;-0.56343
shertogenbosch_nl;S-Hertogenbosch;Netherlands;S-Hertogenbosch;NL;150889;51.7092;5.29022
paderborn_de;Paderborn;Germany;Paderborn;DE;150580;51.73184;8.76524
marbella_es;Marbella;Spain;Marbella;ES;149032;36.49988;-4.87251
villeurbanne_fr;Villeurbanne;France;Villeurbanne;FR;148665;45.77182;4.88961
kramatorsk_ua;Kramatorsk;Ukraine;Kramatorsk;UA;146693;48.72904;37.55832
salamanca_es;Salamanca;Spain;Salamanca;ES;143549;40.96483;-5.6767
lemans_fr;Le Mans;France;Le Mans;FR;143325;47.98504;0.19196
clermontferrand_fr;Clermont-Ferrand;France;Clermont-Ferrand;FR;141398;45.78701;3.11108
borisov_by;Borisov;Belarus;Borisov;BY;140678;54.22248;28.51222
peristeri_gr;Peristeri;Greece;Peristeri;GR;139981;38.0175;23.69517
ingolstadt_de;Ingolstadt;Germany;Ingolstadt;DE;136981;48.75482;11.38391
tours_fr;Tours;France;Tours;FR;136252;47.39579;0.6983
ruse_bg;Ruse;Bulgaria;Ruse;BG;135440;43.83077;25.96683
limoges_fr;Limoges;France;Limoges;FR;133627;45.86174;1.2306
gyor_hu;Györ;Hungary;Györ;HU;133340;47.67745;17.67771
innsbruck_at;Innsbruck;Austria;Innsbruck;AT;132110;47.25944;11.38547
offenbachammain_de;Offenbach Am Main;Germany;Offenbach Am Main;DE;128744;50.09764;8.78383
wurzburg_de;Würzburg;Germany;Würzburg;DE;127880;49.77724;9.94099
schaerbeek_be;Schaerbeek;Belgium;Schaerbeek;BE;127525;50.86263;4.38421
ulm_de;Ulm;Germany;Ulm;DE;126329;48.38625;9.95878
heilbronn_de;Heilbronn;Germany;Heilbronn;DE;125960;49.15362;9.17699
pforzheim_de;Pforzheim;Germany;Pforzheim;DE;125542;48.87773;8.71806
wolfsburg_de;Wolfsburg;Germany;Wolfsburg;DE;124151;52.4085;10.7666
zwolle_nl;Zwolle;Netherlands;Zwolle;NL;123861;52.51504;6.1141
maastricht_nl;Maastricht;Netherlands;Maastricht;NL;122397;50.85363;5.69719
perpignan_fr;Perpignan;France;Perpignan;FR;121934;42.69783;2.90546
leiden_nl;Leiden;Netherlands;Leiden;NL;121562;52.15347;4.48201
lahti_fi;Lahti;Finland;Lahti;FI;119984;60.996;25.84218
bergamo_it;Bergamo;Italy;Bergamo;IT;119735;45.7519;9.82662
pescara_it;Pescara;Italy;Pescara, Pescara;IT;118879;42.46062;14.20336
vejle_dk;Vejle;Denmark;;DK;118028;55.70947;9.56666
boulognebillancourt_fr;Boulogne-Billancourt;France;Boulogne-Billancourt;FR;117931;48.83567;2.24279
metz_fr;Metz;France;Metz;FR;117492;49.10783;6.19591
bruges_be;Bruges;Belgium;Bruges;BE;117260;51.2535;3.22668
nyiregyhaza_hu;Nyiregyhaza;Hungary;Nyiregyhaza;HU;116684;47.94572;21.72558
reutlingen_de;Reutlingen;Germany;Reutlingen;DE;115966;48.4924;9.18511
winterthur_ch;Winterthur;Switzerland;Winterthur;CH;115129;47.49921;8.73793
koblenz_de;Koblenz;Germany;Koblenz;DE;114024;50.35104;7.58048
bremerhaven_de;Bremerhaven;Germany;Bremerhaven;DE;113634;53.54611;8.57836
recklinghausen_de;Recklinghausen;Germany;Recklinghausen;DE;112267;51.60233;7.21882
erlangen_de;Erlangen;Germany;Erlangen;DE;111962;49.58993;10.98563
umea_se;Umeå;Sweden;Umeå;SE;111503;63.83071;20.26037
saintdenis_fr;Saint-Denis;France;Saint-Denis;FR;111103;48.93776;2.36547
trier_de;Trier;Germany;Trier;DE;110636;49.77196;6.64008
mulhouse_fr;Mulhouse;France;Mulhouse;FR;110370;47.75162;7.3264
rouen_fr;Rouen;France;Rouen;FR;110169;49.43999;1.09206
walbrzych_pl;Walbrzych;Poland;Walbrzych;PL;109252;50.78173;16.28968
osijek_hr;Osijek;Croatia;Osijek;HR;108048;45.54968;18.69611
emmen_nl;Emmen;Netherlands;Emmen 16;NL;107775;52.7801;6.90521
orsha_by;Orsha;Belarus;Orsha;BY;107645;54.51067;30.40146
chorzow_pl;Chorzów;Poland;Chorzów;PL;106717;50.29145;18.96159
berdyansk_ua;Berdyansk;Ukraine;Berdyansk;UA;106526;46.73045;36.78704
olomouc_cz;Olomouc;Czech Republic;Olomouc;CZ;106063;49.59494;17.25649
funchal_pt;Funchal;Portugal;Funchal;PT;105701;32.68112;-16.91345
alchevsk_ua;Alchevsk;Ukraine;Alchevsk;UA;105580;48.47268;38.80826
tarnow_pl;Tarnów;Poland;Tarnów;PL;105101;50.0253;20.97121
liberec_cz;Liberec;Czech Republic;Liberec;CZ;104340;50.76752;15.0461
moers_de;Moers;Germany;Moers;DE;103725;51.4585;6.61858
siegen_de;Siegen;Germany;Siegen, Germany;DE;102836;50.88034;8.03068
pavlograd_ua;Pavlograd;Ukraine;Pavlograd;UA;102373;48.52603;35.88838
soligorsk_by;Soligorsk;Belarus;Soligorsk;BY;101525;52.78988;27.52347
klagenfurt_at;Klagenfurt;Austria;Klagenfurt;AT;100817;46.64034;14.30715
kallithea_gr;Kallithea;Greece;Καλλιθέα;GR;100641;37.94916;23.7015
cottbus_de;Cottbus;Germany;Cottbus;DE;100219;51.7765;14.35077
andorralavella_ad;Andorra la Vella;Andorra;Andorra la Vella;AD;22205;42.50207;1.51457
